TAX,CRIM,INDUS,AGE,PTRATIO,LSTAT,DIS,RM,NOX,B,MEDV
666,67.9208,18.1,100.0,20.2,22.98,1.4254,5.683,0.693,384.97,5.0
666,7.40389,18.1,97.9,20.2,26.4,1.4547,5.617,0.597,314.64,17.2
666,51.1358,18.1,100.0,20.2,10.11,1.413,5.757,0.597,2.6,15.0
666,14.0507,18.1,100.0,20.2,21.22,1.5275,6.657,0.597,35.05,17.2
666,18.811,18.1,100.0,20.2,34.37,1.5539,4.628,0.597,28.79,17.9
666,28.6558,18.1,100.0,20.2,20.08,1.5894,5.155,0.597,210.97,16.3
666,45.7461,18.1,100.0,20.2,36.98,1.6582,4.519,0.693,88.27,7.0
666,18.0846,18.1,100.0,20.2,29.05,1.8347,6.434,0.679,27.25,7.2
666,10.8342,18.1,90.8,20.2,25.79,1.8195,6.782,0.679,21.57,7.5
666,25.9406,18.1,89.1,20.2,26.64,1.6475,5.304,0.679,127.36,10.4
666,73.5341,18.1,100.0,20.2,20.62,1.8026,5.957,0.679,16.45,8.8
666,11.8123,18.1,76.5,20.2,22.74,1.794,6.824,0.718,48.45,8.4
666,11.0874,18.1,100.0,20.2,15.02,1.8589,6.411,0.718,318.75,16.7
666,7.02259,18.1,95.3,20.2,15.7,1.8746,6.006,0.718,319.98,14.2
666,12.0482,18.1,87.6,20.2,14.1,1.9512,5.648,0.614,291.55,20.8
666,8.79212,18.1,70.6,20.2,17.16,2.0635,5.565,0.584,3.65,11.7
666,15.8603,18.1,95.4,20.2,24.39,1.9096,5.896,0.679,7.68,8.3
666,7.36711,18.1,78.1,20.2,21.52,1.9356,6.193,0.679,96.73,11.0
666,10.0623,18.1,94.3,20.2,19.69,2.0882,6.833,0.584,81.33,14.1
666,6.44405,18.1,74.8,20.2,12.03,2.2004,6.425,0.584,97.95,16.1
666,5.58107,18.1,87.9,20.2,16.22,2.3158,6.436,0.713,100.19,14.3
666,13.9134,18.1,95.0,20.2,15.17,2.2222,6.208,0.713,100.63,11.7
666,11.1604,18.1,94.6,20.2,23.27,2.1247,6.629,0.74,109.85,13.4
666,14.4208,18.1,93.3,20.2,18.05,2.0026,6.461,0.74,27.49,9.6
666,15.1772,18.1,100.0,20.2,26.45,1.9142,6.152,0.74,9.32,8.7
666,13.6781,18.1,87.9,20.2,34.02,1.8206,5.935,0.74,68.95,8.4
666,9.39063,18.1,93.9,20.2,22.88,1.8172,5.627,0.74,396.9,12.8
666,9.96654,18.1,100.0,20.2,18.85,1.9784,6.485,0.74,386.73,15.4
666,12.8023,18.1,96.6,20.2,23.79,1.8956,5.854,0.74,240.52,10.8
666,10.6718,18.1,94.8,20.2,23.98,1.9879,6.459,0.74,43.06,11.8
666,6.28807,18.1,96.4,20.2,17.79,2.072,6.341,0.74,318.01,14.9
666,9.92485,18.1,96.6,20.2,16.44,2.198,6.251,0.74,388.52,12.6
666,9.32909,18.1,98.7,20.2,18.13,2.2616,6.185,0.713,396.9,14.1
666,7.52601,18.1,98.3,20.2,19.31,2.185,6.417,0.713,304.21,13.0
666,5.09017,18.1,91.8,20.2,17.27,2.3682,6.297,0.713,385.09,16.1
666,9.51363,18.1,94.1,20.2,18.71,2.4961,6.728,0.713,6.68,14.9
666,4.75237,18.1,86.5,20.2,18.13,2.4358,6.525,0.713,50.92,14.1
666,4.66883,18.1,87.9,20.2,19.01,2.5806,5.976,0.713,10.48,12.7
666,8.20058,18.1,80.3,20.2,16.94,2.7792,5.936,0.713,3.5,13.5
666,6.80117,18.1,84.4,20.2,14.7,2.7175,6.081,0.713,396.9,20.0
666,3.69311,18.1,88.4,20.2,14.65,2.5671,6.376,0.713,391.43,17.7
666,6.65492,18.1,83.0,20.2,13.99,2.7344,6.317,0.713,396.9,19.5
666,5.82115,18.1,89.9,20.2,10.29,2.8016,6.513,0.713,393.82,20.2
666,7.83932,18.1,65.4,20.2,13.22,2.9634,6.209,0.655,396.9,21.4
666,4.42228,18.1,94.5,20.2,21.32,2.5403,6.003,0.584,331.29,19.1
666,15.5757,18.1,71.0,20.2,18.13,2.9084,5.926,0.58,368.74,19.1
666,13.0751,18.1,56.7,20.2,14.76,2.8237,5.713,0.58,396.9,20.1
666,4.34879,18.1,84.0,20.2,16.29,3.0334,6.167,0.58,396.9,19.9
666,4.03841,18.1,90.7,20.2,12.87,3.0993,6.229,0.532,395.33,19.6
666,3.56868,18.1,75.0,20.2,14.36,2.8965,6.437,0.58,393.37,23.2
666,8.05579,18.1,95.4,20.2,18.14,2.4298,5.427,0.584,352.58,13.8
666,6.39312,18.1,97.4,20.2,24.1,2.206,6.162,0.584,302.76,13.3
666,4.87141,18.1,93.6,20.2,18.68,2.3053,6.484,0.614,396.21,16.7
666,15.0234,18.1,97.3,20.2,24.91,2.1007,5.304,0.614,349.48,12.0
666,10.233,18.1,96.7,20.2,18.03,2.1705,6.185,0.614,379.7,14.6
666,5.82401,18.1,64.7,20.2,10.74,3.4242,6.242,0.532,396.9,23.0
666,5.70818,18.1,74.9,20.2,7.74,3.3317,6.75,0.532,393.07,23.7
666,2.81838,18.1,40.3,20.2,10.42,4.0983,5.762,0.532,392.92,21.8
666,2.37857,18.1,41.9,20.2,13.34,3.724,5.871,0.583,370.73,20.6
666,3.67367,18.1,51.9,20.2,10.58,3.9917,6.312,0.583,388.62,21.2
666,5.69175,18.1,79.8,20.2,14.98,3.5459,6.114,0.583,392.68,19.1
666,4.83567,18.1,53.2,20.2,11.45,3.1523,5.905,0.583,388.22,20.6
711,0.15086,27.74,92.7,20.1,18.06,1.8209,5.454,0.609,395.09,15.2
711,0.18337,27.74,98.3,20.1,23.97,1.7554,5.414,0.609,344.05,7.0
711,0.20746,27.74,98.0,20.1,29.68,1.8226,5.093,0.609,318.43,8.1
711,0.10574,27.74,98.8,20.1,18.07,1.8681,5.983,0.609,390.11,13.6
711,0.11132,27.74,83.5,20.1,13.35,2.1099,5.983,0.609,396.9,20.1
391,0.17331,9.69,54.0,19.2,12.01,2.3817,5.707,0.585,396.9,21.8
391,0.27957,9.69,42.6,19.2,13.59,2.3817,5.926,0.585,396.9,24.5
391,0.17899,9.69,28.8,19.2,17.6,2.7986,5.67,0.585,393.29,23.1
391,0.2896,9.69,72.9,19.2,21.14,2.7986,5.39,0.585,396.9,19.7
391,0.26838,9.69,70.6,19.2,14.1,2.8927,5.794,0.585,396.9,18.3
391,0.23912,9.69,65.3,19.2,12.92,2.4091,6.019,0.585,396.9,21.2
391,0.17783,9.69,73.5,19.2,15.1,2.3999,5.569,0.585,395.77,17.5
391,0.22438,9.69,79.7,19.2,14.33,2.4982,6.027,0.585,396.9,16.8
273,0.04527,11.93,76.7,21.0,9.08,2.2875,6.12,0.573,396.9,20.6
273,0.06076,11.93,91.0,21.0,5.64,2.1675,6.976,0.573,396.9,23.9
273,0.10959,11.93,89.3,21.0,6.48,2.3889,6.794,0.573,393.45,22.0
